"symbol" "WT.mean" "WT.sd" "logFC.group" "logFC.30" "logFC.60" "logFC.120" "p.30" "p.60" "p.120" "q.30" "q.60" "q.120" "R2.group" "R2.E" "R2.M" "R2.L"
"AT1G69160" "AT1G69160" 11.2843585 3.38540834642095 "M" 0.732084 1.19416 0.653697 0.003 5e-05 0.0031 0.105852 0.00512634 0.107945 "M" 0.563515445230097 0.834607247327675 0.539223617940542
"AT1G69170" "SPL6" 1.19525231666667 0.196876063198065 "M" -0.176744 -0.709376 0.0997532 0.61075 0.0352 0.7478 0.985857 0.436712 0.998445 "M" 0.227292861378657 0.557375649709141 0.0980302807900337
"AT1G69200" "FLN2" 19.8382325 3.12633070348452 "E" 0.522505 0.23218 0.303845 0.1037 0.4136 0.2915 0.675729 0.947555 0.892056 "E" 0.308327501570737 0.13850983760818 0.245971839395374
"AT1G69220" "SIK1" 4.95710783333333 1.10423395530798 "M" -0.42456 -0.434916 -0.0938249 0.39825 0.36335 0.8248 0.941129 0.927212 0.998621 "M" 0.452251925593585 0.507009650399854 0.401872827665325
"AT1G69230" "SP1L2" 3.22377973333333 1.68138110686446 "E" 0.73582 -0.13279 -0.0456056 0.0315 0.6854 0.89095 0.414542 0.99357 0.998621 "E" 0.412990290311911 0.0769262822758635 0.0527897894288123
"AT1G69240" "MES15" 1.2644482375 0.378580720820357 "E" -0.244671 -0.136029 0.128583 0.582 0.7253 0.72865 0.981589 0.997273 0.997442 "E" 0.0596687556176411 0.0587075052684075 0.0412639176805943
"AT1G69250" "AT1G69250" 9.73545579166667 1.36128366995683 "L" -0.048763 0.258407 0.273829 0.83225 0.20905 0.1852 0.998621 0.828047 0.804594 "M" 0.242381841269401 0.482337477463408 0.41747649211537
"AT1G69252" "AT1G69252" 27.1374129166667 6.10671225977184 "L" 0.480104 0.672993 0.897674 0.2316 0.1063 0.02055 0.847901 0.681363 0.332409 "L" 0.423939126092137 0.420806187375886 0.429870677328202
"AT1G69260" "AFP1" 4.31165975 0.714791723609493 "M" -0.123466 -0.466387 -0.178914 0.768 0.2711 0.6603 0.998621 0.875792 0.990609 "M" 0.121068724464702 0.199202643657769 0.135215589833506
"AT1G69270" "RPK1" 3.89180408333333 0.964109755729805 "M" -0.180535 -0.589756 -0.0393719 0.62365 0.1101 0.90395 0.986434 0.689982 0.998621 "M" 0.176264551313857 0.351753874536997 0.127653782379489
"AT1G69290" "AT1G69290" 0.971401033333333 0.287338824897441 "M" -0.00471878 -0.294923 -0.0286922 0.9898 0.3278 0.9204 0.998621 0.910373 0.998621 "M" 0.171889774037214 0.352731362897718 0.197006415461262
"AT1G69295" "PDCB4" 29.73826375 3.80120158178827 "L" -0.0193997 0.17908 0.215857 0.9371 0.4101 0.3234 0.998621 0.945852 0.908803 "M" 0.0777226101873622 0.173497317971483 0.155833939781301
"AT1G69310" "WRKY57" 9.27718308333333 1.35780817494125 "M" -0.146258 0.343795 -0.140481 0.5522 0.1152 0.52445 0.977438 0.700597 0.973071 "M" 0.0465071608649746 0.152154459164192 0.0065300357761352
"AT1G69320" "CLE10" 1.828973025 1.26881616553689 "L" 0.400027 -0.176404 0.974866 1 1 0.089 1 1 0.641328 "L" 0.0158254081907955 0.133440326023201 0.455984108215824
"AT1G69325" "AT1G69325" 1.943551525 1.40116532473923 "L" -0.0949738 -0.0956203 0.238331 0.86435 0.84305 0.6362 0.998621 0.998621 0.987317 "L" 0.0804988238180614 0.118482121882929 0.180890410389915
"AT1G69330" "AT1G69330" 8.74615404166667 1.3149915959034 "M" 0.0109922 0.393352 0.364853 0.96725 0.076 0.09655 0.998621 0.605667 0.658855 "M" 0.178483091866302 0.571085669938707 0.482268319091721
"AT1G69340" "AT1G69340" 14.74026875 1.79493684704532 "E" -0.27569 0.018102 -0.0373459 0.2434 0.92885 0.85515 0.857731 0.998621 0.998621 "E" 0.143559616484723 0.0130558075339596 0.0187229798656342
"AT1G69350" "PCMP-E66" 0.455121525 0.163748171624786 "E" -0.111146 0.00329756 0.00151969 1 1 1 1 1 1 "E" 0.00634699838271413 3.76237528783019e-05 0.000720586313802007
"AT1G69360" "AT1G69360" 1.68833925 0.443095333667524 "M" 0.0672958 0.222487 0.149871 0.7909 0.33725 0.51905 0.998621 0.916015 0.972282 "M" 0.0329953974550014 0.32693131456796 0.225151936632626
"AT1G69370" "CM3" 6.17839995833333 2.1992072435812 "E" 0.195142 -0.0727883 0.138697 0.5374 0.8098 0.62825 0.974552 0.998621 0.986627 "E" 0.130466598684595 0.0242008881435516 0.025975867894804
"AT1G69380" "AT1G69380" 2.862134875 0.587507664450898 "L" 0.17365 0.329789 0.360065 0.67325 0.37345 0.3236 0.992396 0.932469 0.908825 "M" 0.0147767127032189 0.354975762279856 0.340713675355132
"AT1G69390" "MINE1" 40.9863083333333 7.21013941291354 "M" 0.184043 0.358942 0.170175 0.4322 0.0932 0.4228 0.952398 0.65023 0.95026 "M" 0.321516329569343 0.529761462453346 0.309669396344836
"AT1G69400" "BUB3.3" 1.28119579166667 0.307245150230804 "E" 0.728764 0.192519 0.302132 0.08825 0.62085 0.43255 0.639015 0.986434 0.952489 "E" 0.596169103347572 0.204410166261548 0.253536175479887
"AT1G69410" "ELF5A-3" 180.72864875 76.2687580783456 "E" -0.363164 -0.0100271 -0.0905766 0.2528 0.97455 0.76345 0.864554 0.998621 0.998621 "E" 0.152789972279461 0.0182443148103006 0.0342294968691341
"AT1G69420" "PAT22" 9.806565375 1.40935692228982 "L" 0.0587816 -0.218449 -0.303959 0.80145 0.2938 0.14535 0.998621 0.893207 0.752964 "M" 0.17093866699032 0.45949206973906 0.44081387195912
"AT1G69430" "AT1G69430" 0.476627625 0.173033212330225 "E" -0.433079 0.00509416 0.0403977 1 1 1 1 1 1 "E" 0.279055880576283 0.06979552790843 0.0326347373403444
"AT1G69440" "AGO7" 1.18838931666667 0.361531505384676 "M" 0.54775 0.917657 0.618737 0.0733 0.00125 0.02485 0.597232 0.0577639 0.367883 "M" 0.444292336114488 0.600239132496174 0.466280810501669
"AT1G69450" "AT1G69450" 5.95461870833333 2.63390781384045 "L" -0.611687 -0.386079 -0.688138 0.0117 0.07005 0.00095 0.242611 0.587201 0.0475354 "E" 0.47786182588247 0.335419286728362 0.454243483547722
"AT1G69460" "AT1G69460" 76.7300558333333 18.0373043903811 "M" -0.126225 0.28008 0.0051475 0.625 0.2434 0.982 0.986518 0.857731 0.998621 "M" 0.0122946608373773 0.130138180437722 0.0269601335503953
"AT1G69480" "PHO1-H10" 0.0671362670833333 0.0383370718355104 "M" -1.55605 -2.25955 -1.71893 1 1 1 1 1 1 "L" 0.702286164788818 0.637452233372234 0.707747888650258
"AT1G69485" "AT1G69485" 0.636765533333333 0.314520758336324 "E" 0.387193 0.334627 0.33983 1 1 1 1 1 1 "E" 0.136527742444938 0.101263340408886 0.134016518036742
"AT1G69490" "NAC029" 2.23063124166667 0.878403980975141 "L" -1.06 -1.083 -1.49421 0.01355 0.0046 9e-04 0.263635 0.13869 0.045749 "E" 0.757078537460565 0.625884772043822 0.737061342838482
"AT1G69510" "AT1G69510" 293.4677625 133.720345536398 "M" 0.0568539 0.592855 0.229714 0.87075 0.0752 0.4807 0.998621 0.603136 0.964149 "M" 0.0738915248909016 0.196446043059236 0.0957848755462692
"AT1G69526" "AT1G69526" 2.38566154166667 0.591195287602709 "L" -0.0325999 0.0742161 0.302112 0.9086 0.7881 0.24365 0.998621 0.998621 0.857945 "L" 0.0186931282567855 0.0191218992141344 0.431989359426453
"AT1G69530" "EXPA1" 79.9125825 16.0523633842313 "L" -0.120853 -0.9034 -0.948693 0.63925 1e-04 5e-05 0.987858 0.00906508 0.00512634 "M" 0.604104019162495 0.73909105251167 0.690075940191928
"AT1G69543" "AT1G69543" 0.678869091666667 0.829529849769141 "E" 0.587416 0.513383 0.218624 0.70025 0.79885 0.90445 0.99455 0.998621 0.998621 "E" 0.0333113265729221 0.0319793667779208 0.0196121955274794
"AT1G69550" "AT1G69550" 1.51966215833333 0.270399876919048 "L" -0.0715781 0.0881193 0.243589 0.7833 0.7076 0.2877 0.998621 0.995373 0.889428 "L" 0.127400865643459 0.0416490777194742 0.260007842364741
"AT1G69570" "CDF5" 0.98221525 0.332021698499473 "E" -0.885214 -0.371914 0.0600358 0.1952 0.47335 0.89635 0.815095 0.963063 0.998621 "E" 0.23423333308313 0.194398721640533 0.0513796764307018
"AT1G69572" "AT1G69572" 4.59686129166667 0.965889835701075 "M" 0.123619 -0.288383 0.163901 0.7474 0.4487 0.6348 0.998445 0.957003 0.987151 "M" 0.0346789688974279 0.138295989301795 0.00215844790874176
"AT1G69580" "AT1G69580" 4.44953333333333 1.16981921606069 "M" 0.263565 0.588997 0.52886 0.3874 0.0287 0.0537 0.937546 0.394692 0.530519 "M" 0.38139787514697 0.490928599187491 0.437730371347455
"AT1G69587" "AT1G69587" 5.06288770833333 1.99340364676342 "E" 0.144807 -0.00794723 0.0139548 0.6884 0.98195 0.96895 0.993686 0.998621 0.998621 "E" 0.130137927562445 0.0242540616230593 0.00581765235444187
"AT1G69588" "CLE45" 3.00847370833333 0.69210291191578 "E" 0.968498 0.958789 0.730738 0.059 0.03585 0.11375 0.551998 0.440257 0.697668 "E" 0.627042580123223 0.530885239318551 0.566563627847495
"AT1G69600" "ZHD11" 1.50972046666667 0.557304393653196 "L" -0.0233739 0.0350804 -0.779728 0.9548 0.91985 0.0802 0.998621 0.998621 0.616423 "L" 0.0264438780473177 0.0643704778958263 0.196916994559924
"AT1G69610" "AT1G69610" 0.703243629166667 0.146332795529385 "M" -0.0770577 -0.725863 0.0800129 0.83655 0.0469 0.80955 0.998621 0.49964 0.998621 "M" 0.124207216006669 0.388633697491579 0.0701783659678041
"AT1G69620" "RPL34B" 993.785716666667 311.75488500888 "M" 0.344249 0.511872 0.23125 0.3994 0.16895 0.53345 0.941408 0.785372 0.974348 "M" 0.225822764776739 0.313229769741846 0.191372339143232
"AT1G69640" "SBH1" 19.4850058333333 2.96585647318438 "L" -0.140982 -0.0244952 0.214377 0.5376 0.90745 0.3018 0.97458 0.998621 0.89739 "L" 0.130975332187381 0.113039621636384 0.187753947354916
"AT1G69670" "CUL3B" 1.96313983333333 0.453357721885668 "E" 0.417116 0.00153955 0.0699564 0.1292 0.9868 0.78005 0.726594 0.998621 0.998621 "E" 0.283080442746888 0.0660668775103412 0.0346720676265335
"AT1G69680" "AT1G69680" 7.18713283333333 1.94305002965259 "E" -0.203089 -0.133274 0.109247 0.4151 0.5433 0.6113 0.947633 0.975807 0.985857 "M" 0.416787225048064 0.44132865939274 0.0359189325010479
"AT1G69690" "TCP15" 5.00861066666667 0.921798472920413 "L" 0.314933 0.179857 0.465504 0.2223 0.44445 0.04745 0.84047 0.955705 0.5024 "E" 0.38907878915408 0.334387638754137 0.347312114997891
"AT1G69700" "HVA22C" 52.7567779166667 10.9398877334379 "M" 0.291431 0.455906 0.407964 0.2272 0.0373 0.0663 0.844526 0.449588 0.575501 "M" 0.262575267214225 0.300087851486076 0.283001289641615
"AT1G69720" "HO3" 0.233375787916667 0.138301642046271 "L" 0.122702 -0.0414624 -0.766981 1 1 1 1 1 1 "L" 0.0421494674001053 0.0510410815098079 0.149762484772522
"AT1G69730" "WAKL9" 6.71781216666667 2.53938090064696 "E" -0.572534 -0.37804 0.0131289 0.01835 0.0861 0.9521 0.311021 0.632884 0.998621 "E" 0.339716719742906 0.331682730386155 0.110860827471268
"AT1G69740" "HEMB1" 101.409125416667 11.4133769797789 "M" 0.186023 0.195374 0.0603054 0.51685 0.4526 0.81755 0.97223 0.958126 0.998621 "M" 0.154512396739338 0.189728435508198 0.0872226896515667
"AT1G69750" "COX19-2" 9.579256875 2.32453651526009 "E" -0.147502 0.0580484 0.0980915 0.5527 0.79235 0.6546 0.977607 0.998621 0.989619 "E" 0.216114125026567 0.017173628748822 0.0499995217356582
"AT1G69760" "AT1G69760" 31.1673308333333 10.3673065471296 "M" 0.119542 0.164002 0.124544 0.6203 0.4504 0.5592 0.986403 0.957282 0.979008 "M" 0.0451421091791312 0.0560759087252704 0.0453081957834637
"AT1G69770" "CMT3" 5.13407945833333 1.14456797069219 "M" -0.0383489 -0.225576 0.0447773 0.87035 0.28805 0.83155 0.998621 0.889726 0.998621 "M" 0.0722574705603339 0.195718838074952 0.0364298006992051
"AT1G69780" "ATHB-13" 19.3647254166667 3.99980673194721 "L" 0.129544 -0.135403 -0.418947 0.5732 0.50405 0.0459 0.980055 0.969155 0.49441 "L" 0.218906289600863 0.113816130754302 0.503076663396947
"AT1G69790" "AT1G69790" 0.3311798875 0.135374718170534 "E" -0.528097 -0.160186 -0.0810097 1 1 1 1 1 1 "E" 0.0380261371264985 0.0132137868641466 0.015179828528229
"AT1G69800" "CBSCBS2" 4.13842025 0.735654214320551 "E" -0.371142 0.0490861 0.180776 0.188 0.8459 0.4529 0.80728 0.998621 0.958202 "E" 0.163471710774307 0.0537089554438906 0.0757910987072058
"AT1G69810" "WRKY36" 3.38219575 0.722991747740881 "L" -0.293103 -0.157126 -0.510498 0.36265 0.57475 0.08575 0.926823 0.980235 0.631548 "L" 0.00673577237987977 0.00198256270097874 0.15800004697225
"AT1G69830" "AMY3" 6.14501858333333 1.60649187737602 "M" -0.0296687 -0.292752 -0.0751655 0.89695 0.16975 0.723 0.998621 0.786268 0.996795 "M" 0.041602377200704 0.0890518424278485 0.0500837376134443
"AT1G69840" "HIR2" 39.7961904166667 9.88443460114304 "E" -0.314541 -0.14216 -0.170058 0.20955 0.5359 0.45645 0.828497 0.974427 0.959332 "E" 0.1429307566997 0.0483972212448681 0.129588757332404
"AT1G69850" "NPF4.6" 15.3249125 3.06144994692874 "E" -0.386338 -0.198433 -0.208001 0.1026 0.3521 0.3326 0.6734 0.921669 0.913581 "E" 0.23554615206814 0.0951616393040505 0.210978556747419
"AT1G69870" "NPF2.13" 19.6416983333333 6.08938869771107 "L" -0.770323 -0.963748 -1.5598 0.0062 1e-04 5e-05 0.166365 0.00906508 0.00512634 "E" 0.624569379660525 0.562607277914556 0.606189844946066
"AT1G69880" "TRX8" 1.47742357083333 1.17092742257761 "E" -0.932657 -0.812099 -0.422664 0.00135 0.0018 0.09115 0.0608849 0.074678 0.645996 "E" 0.322432818884771 0.241664070371816 0.267258160337288
"AT1G69890" "AT1G69890" 3.397196625 1.00211122462233 "E" 0.734346 -0.293637 0.18899 0.01115 0.2821 0.48045 0.23625 0.885018 0.964149 "E" 0.64072421246481 0.0434198486620777 0.0079673024716389
"AT1G69900" "AT1G69900" 4.41386 0.769558610675824 "E" 0.128501 0.0877268 -0.0384698 0.6382 0.72545 0.8814 0.987821 0.997273 0.998621 "M" 0.0404402226135873 0.0526888791037239 0.00363494754413052
"AT1G69910" "AT1G69910" 2.69415204166667 0.415324999678825 "L" 0.443154 0.389303 0.57147 0.0959 0.1064 0.01565 0.657306 0.681442 0.285211 "E" 0.538435710229903 0.442699643741363 0.504296920824617
"AT1G69920" "GSTU12" 0.550643997083333 0.74637048726228 "L" -0.174664 0.898065 1.6529 0.65115 0.00705 5e-05 0.989035 0.180406 0.00512634 "L" 0.152925491593545 0.0659347574827504 0.610873922907498
"AT1G69930" "GSTU11" 0.167946106666667 0.147506452480683 "L" -0.20182 -0.284686 0.73028 0.5965 0.4056 0.02075 0.984014 0.943716 0.334153 "L" 0.164595792862005 0.295398411193334 0.548845798431471
"AT1G69935" "SHW1" 14.6660962916667 3.4458531006437 "L" 0.116704 0.147427 0.321093 0.6269 0.4881 0.1256 0.986531 0.965803 0.719504 "L" 0.0192159668010925 0.524186247600741 0.528969233027128
"AT1G69950" "AT1G69950" 1.27476441666667 0.485372895491547 "M" 0.118348 -0.184006 0.180391 0.74115 0.5705 0.5679 0.998391 0.979882 0.979557 "L" 0.0272834899250785 0.113847814960437 0.126309783584319
"AT1G69960" "PP2A5" 11.3879712083333 2.08546360958757 "M" 0.16899 0.207462 0.14984 0.46135 0.31825 0.4632 0.96012 0.905678 0.960235 "M" 0.119784003402529 0.134762891341727 0.112707095104511
"AT1G69970" "CLE26" 2.79023781666667 1.55569690039099 "L" 1.02171 -0.0241655 -Inf 0.19555 0.94325 0.00045 0.815493 0.998621 0.0282141 "L" 0.589788778460776 0.383727463430503 0.618438559576173
"AT1G69980" "AT1G69980" 22.6049491666667 4.98265187115989 "M" 0.021629 0.279535 0.0780994 0.92665 0.1725 0.7039 0.998621 0.790323 0.994906 "M" 0.0903004830853055 0.295318449705868 0.109910619835162
"AT1G70000" "AT1G70000" 2.94655979166667 0.700110560579758 "L" 0.0180026 -0.231818 -0.533807 0.9492 0.36135 0.0425 0.998621 0.926259 0.477208 "L" 0.0938869692870629 0.0342351415474256 0.44909208679334
"AT1G70020" "AT1G70020" 1.07061837916667 0.392002309721132 "E" 0.414728 0.17725 0.318533 0.44925 1 1 0.957057 1 1 "E" 0.136647342437501 0.0221235707779573 0.132697982797981
"AT1G70060" "SNL4" 1.42070892916667 0.457594121171538 "E" 0.183189 -0.0224723 0.102371 0.4835 0.92495 0.6636 0.964685 0.998621 0.991268 "E" 0.0388230519014139 4.7784139117546e-05 0.00941926306056917
"AT1G70070" "ISE2" 3.131335 1.09886084644805 "E" 0.269112 -0.215401 -0.107593 0.2814 0.3517 0.6392 0.884685 0.921615 0.987858 "E" 0.258780416498723 0.112749235401736 0.0876582102594554
"AT1G70090" "GATL9" 10.6056964166667 1.2859982085852 "M" 0.0311956 -0.297868 0.148829 0.89445 0.15035 0.4662 0.998621 0.760178 0.960978 "M" 0.0653485030119739 0.323702335905769 0.0122130488627805
"AT1G70100" "AT1G70100" 4.94242316666667 0.7768041727768 "M" 0.0296389 0.171551 -0.0739378 0.9107 0.46355 0.755 0.998621 0.960259 0.998621 "M" 0.0455356496573831 0.177252535957838 0.00963654186500151
"AT1G70140" "FH8" 1.13855292083333 0.306577515325317 "M" -0.337029 -0.609421 -0.242872 0.29655 0.04435 0.3974 0.894791 0.487662 0.940935 "M" 0.289818582694727 0.356677500211395 0.268775096535076
"AT1G70150" "AT1G70150" 2.639214125 0.504430652632839 "E" -0.245007 -0.162403 -0.0936256 0.4689 0.58525 0.7488 0.961641 0.982495 0.998445 "E" 0.21297190572801 0.13047453229941 0.161868379470476
"AT1G70160" "AT1G70160" 32.2327495833333 4.97924678597204 "E" -0.260095 -0.0804165 -0.217796 0.2944 0.7215 0.33685 0.89356 0.996785 0.915749 "L" 0.0678540415100937 0.0678157767784933 0.11099280112661
"AT1G70170" "MMP" 1.0571143375 0.365988372782244 "M" 0.20911 0.899928 0.429948 0.59765 0.0086 0.21545 0.984077 0.20302 0.834319 "M" 0.17131710559556 0.377315631246278 0.207827467594012
"AT1G70180" "AT1G70180" 9.25431025 0.735708962181806 "E" -0.245897 -0.057289 -0.13031 0.2871 0.77645 0.51875 0.888937 0.998621 0.972282 "E" 0.212773753463051 0.0308492865295353 0.164616522416489
"AT1G70185" "AT1G70185" 0.891749183333333 0.76004599682261 "E" 0.431033 0.219754 0.000865582 0.57235 1 1 0.979968 1 1 "E" 0.0489811600444027 0.0418256186373083 0.0110877669036157
"AT1G70190" "AT1G70190" 17.5347620833333 4.55487111213057 "L" -0.0441744 0.0470385 0.182357 0.84415 0.81565 0.3731 0.998621 0.998621 0.932323 "L" 0.204974299988089 0.0979304617384132 0.420206485565903
"AT1G70200" "AT1G70200" 24.9250066666667 4.65476067779202 "E" 0.355169 0.223505 0.295756 0.1461 0.29635 0.16895 0.753754 0.894711 0.785372 "E" 0.228361338850639 0.127811652242942 0.224382161580357
"AT1G70210" "CYCD1-1" 4.326147625 0.878882832254815 "L" 0.308805 0.219021 0.310595 0.25605 0.36935 0.20615 0.86698 0.930064 0.825111 "E" 0.077161615160824 0.0523818515117029 0.0768007183993017
"AT1G70230" "AXY4" 18.88187875 3.6391721242628 "L" -0.297032 -0.569323 -0.740575 0.19435 0.0055 3e-04 0.814391 0.154558 0.0207729 "L" 0.7657223676401 0.771365875608531 0.786119689559267
"AT1G70250" "AT1G70250" 1.12278074166667 0.37360559085826 "M" -0.153927 -0.401963 0.0931033 0.67005 0.2298 0.7733 0.991795 0.846095 0.998621 "M" 0.0851731931231789 0.175667643209055 0.0291511799293043
"AT1G70260" "AT1G70260" 0.470288190833333 0.272148482329536 "M" -0.367913 -0.506842 -0.00134515 1 1 1 1 1 1 "M" 0.17238238308246 0.228401998449563 0.0831802957716059
"AT1G70270" "AT1G70270" 1.1478605875 0.621707746318664 "L" 0.402118 1.68392 2.18108 0.304 5e-05 5e-05 0.898943 0.00512634 0.00512634 "M" 0.476428992380661 0.521203156978272 0.509497614613871
"AT1G70280" "AT1G70280" 12.4492612083333 2.22417928779132 "L" -0.0818857 -0.1128 -0.231542 0.72965 0.59075 0.26265 0.997751 0.983559 0.870202 "L" 0.00196920438899095 0.00317024620827433 0.299768181797115
"AT1G70290" "TPS8" 4.23692554166667 1.45901336386662 "M" -0.185157 -0.69337 -0.582153 0.42935 0.00145 0.00675 0.951762 0.0643019 0.175286 "M" 0.0485985203391056 0.684600951277556 0.62907093188732
"AT1G70300" "POT6" 3.41449191666667 0.970945335880088 "E" -0.561226 -0.404862 -0.373001 0.02905 0.0746 0.0969 0.397096 0.601249 0.65965 "E" 0.2823649824481 0.169249178686997 0.270450990447754
"AT1G70310" "SPDSYN2" 81.3463279166667 21.6911722044949 "M" -0.0377658 0.56703 0.361926 0.88905 0.0271 0.14445 0.998621 0.3836 0.751479 "M" 0.146993078802474 0.309558166924062 0.210865064225687
"AT1G70320" "UPL2" 1.1723290375 0.559089089544756 "E" 0.234621 -0.153869 0.00104142 0.3282 0.51225 0.99635 0.910508 0.970971 0.99876 "E" 0.0303983464191717 0.00748327362075751 0.00390323738335929
"AT1G70330" "ENT1" 8.49165841666667 1.24700965416544 "E" -0.265289 -0.0922787 -0.114535 0.44205 0.7763 0.69605 0.955157 0.998621 0.993753 "E" 0.139599177667591 0.0478301703297621 0.110910065911823
"AT1G70340" "AT1G70340" 6.64649191666667 1.44918371338752 "M" 0.258193 0.340163 0.0912044 0.4387 0.29365 0.76195 0.95392 0.893207 0.998621 "M" 0.385063892748627 0.54774451726246 0.237979656037135
"AT1G70350" "AT1G70350" 43.2159770833333 15.2437861888704 "E" 0.330126 0.253148 0.284875 0.15955 0.2366 0.179 0.774372 0.852341 0.797534 "E" 0.150516369669781 0.101601529562875 0.14786477434963
"AT1G70360" "AT1G70360" 1.22583600416667 0.458688994381914 "E" -0.890504 -0.770089 -0.809496 0.1708 0.17825 0.1567 0.787713 0.796759 0.770753 "E" 0.343190478067475 0.248813227053551 0.342787423046816
"AT1G70370" "JP650" 29.2602204166667 4.0524399443325 "L" -0.0895941 0.108587 0.440943 0.72335 0.63585 0.0707 0.996955 0.987317 0.589425 "L" 0.0765122888269201 0.0538284750110758 0.223956370758496
"AT1G70410" "BCA4" 158.234207083333 52.9353191359959 "M" -0.0673212 0.360602 -0.140289 0.8183 0.1852 0.58995 0.998621 0.804594 0.983559 "M" 0.0315570192613349 0.227145206205527 0.0131243108593713
"AT1G70420" "AT1G70420" 2.53667066666667 0.739001782256289 "E" 0.599047 0.30116 0.289345 0.10345 0.37695 0.40175 0.675069 0.93338 0.942276 "E" 0.13724109439176 0.0767826962393883 0.0899218297213475
"AT1G70430" "AT1G70430" 0.320707370833333 0.0943123353971513 "M" -0.183154 -1.1243 0.197966 1 1 1 1 1 1 "M" 0.18891262592972 0.541370281703612 0.0679211870955611
"AT1G70440" "SRO3" 0.5552218675 0.419626231656985 "E" -2.51281 -1.8622 0.406273 0.13015 0.13885 0.6264 0.72776 0.742661 0.986531 "M" 0.2085080404391 0.265596208229763 0.0340834440368778
"AT1G70460" "PERK13" 1.0751162875 0.383478352065823 "E" -0.575053 -0.381341 -0.0400031 0.08445 0.191 0.8894 0.627911 0.810121 0.998621 "E" 0.553065625844283 0.512713200131753 0.227405897483853
